activity_id,student_id,course_id,activity_type,activity_time,device,location,duration_minutes
A620405,S97,C13,Attempt_Quiz,2025-08-26 09:42:00,Desktop,India,2.0
A142501,S39,C7,Attempt_Quiz,2025-08-22 08:07:00,Tablet,Canada,44.0
A853899,S105,C20,Complete_Course,2025-08-22 21:47:00,Tablet,USA,
A380067,S30,C15,Forum_Post,2025-08-22 07:34:00,Mobile,Australia,
A886924,S147,C15,Attempt_Quiz,2025-08-24 09:58:00,Tablet,India,10.0
A752646,S4,C9,Login,2025-08-24 02:53:00,Mobile,Canada,
A182170,S83,C7,Attempt_Quiz,2025-08-20 11:48:00,Desktop,USA,4.0
A715498,S58,C15,Watch_Video,2025-08-21 15:41:00,Desktop,India,34.0
A684922,S13,C13,Login,2025-08-20 13:44:00,Desktop,,
A818715,S51,C8,Login,2025-08-23 11:22:00,Tablet,Australia,
A657417,S32,C1,Attempt_Quiz,2025-08-23 10:21:00,Tablet,Canada,35.0
A175691,S31,C11,Watch_Video,2025-08-22 03:26:00,Desktop,India,45.0
A324601,S16,C20,Watch_Video,2025-08-24 01:31:00,Desktop,Canada,54.0
A736048,S51,C20,Watch_Video,2025-08-23 03:45:00,Mobile,USA,39.0
A991709,S106,C4,Attempt_Quiz,2025-08-22 09:51:00,Tablet,UK,34.0
A411487,S70,C4,Login,2025-08-26 16:28:00,Mobile,Canada,
A696515,S89,C10,Attempt_Quiz,2025-08-20 08:44:00,Desktop,USA,1.0
A668253,S44,C11,Login,2025-08-23 15:01:00,Desktop,UK,
A685086,S105,C19,Forum_Post,2025-08-22 04:09:00,Mobile,Canada,
A319464,S113,C2,Forum_Post,2025-08-22 05:15:00,Desktop,UK,
A997769,S10,C20,Complete_Course,2025-08-22 10:10:00,Mobile,India,
A240893,S138,C8,Watch_Video,2025-08-24 20:15:00,Desktop,India,14.0
A749357,S80,C11,Attempt_Quiz,2025-08-21 01:05:00,Desktop,India,13.0
A203102,S5,C15,Watch_Video,2025-08-22 04:36:00,Tablet,USA,60.0
A490326,S12,C19,Forum_Post,2025-08-21 13:58:00,Tablet,India,
A575054,S99,C19,Login,2025-08-20 03:00:00,Mobile,Australia,
A329324,S144,C15,Attempt_Quiz,2025-08-23 13:37:00,Mobile,Canada,7.0
A371949,S119,C9,Forum_Post,2025-08-26 15:51:00,Tablet,India,
A457633,S43,C2,Complete_Course,2025-08-26 23:15:00,Mobile,India,
A462927,S110,C2,Watch_Video,2025-08-25 19:49:00,Mobile,India,9.0
A907629,S66,C18,Attempt_Quiz,2025-08-22 09:11:00,Tablet,Australia,52.0
A109016,S78,C18,Attempt_Quiz,2025-08-24 16:27:00,Tablet,Australia,44.0
A128415,S32,C14,Watch_Video,2025-08-24 10:24:00,Mobile,USA,31.0
A791434,S1,C9,Forum_Post,2025-08-23 05:13:00,Tablet,India,
A747137,S61,C8,Forum_Post,2025-08-26 20:36:00,Desktop,Australia,
A849104,S65,C5,Forum_Post,2025-08-25 08:50:00,Mobile,Canada,
A777034,S90,C14,Forum_Post,2025-08-23 04:44:00,Desktop,UK,
A819274,S87,C12,Forum_Post,2025-08-24 15:27:00,Desktop,India,
A934243,S34,C15,Attempt_Quiz,2025-08-25 15:52:00,Desktop,Australia,59.0
A342626,S149,C20,Login,2025-08-24 11:13:00,Desktop,Canada,
A226869,S5,C3,Complete_Course,2025-08-20 12:41:00,Desktop,UK,
A329295,S27,C6,Attempt_Quiz,2025-08-26 12:55:00,Tablet,UK,58.0
A291508,S45,C3,Attempt_Quiz,2025-08-24 13:38:00,Mobile,India,35.0
A399091,S80,C5,Attempt_Quiz,2025-08-24 23:41:00,Mobile,Australia,1.0
A830382,S13,C10,Complete_Course,2025-08-23 13:44:00,Tablet,USA,
A883176,S22,C3,Login,2025-08-24 11:52:00,Tablet,USA,
A615683,S39,C15,Attempt_Quiz,2025-08-25 15:15:00,Tablet,USA,32.0
A357470,S140,C1,Attempt_Quiz,2025-08-24 21:26:00,Tablet,UK,18.0
A437840,S100,C8,Complete_Course,2025-08-21 13:51:00,Tablet,India,
A307304,S98,C11,Watch_Video,2025-08-24 12:05:00,Mobile,UK,50.0
A221354,S138,C19,Forum_Post,2025-08-23 08:22:00,Mobile,Australia,
A946322,S68,C16,Complete_Course,2025-08-25 02:16:00,Tablet,USA,
A644063,S99,C19,Attempt_Quiz,2025-08-22 11:35:00,,UK,27.0
A682131,S69,C5,Forum_Post,2025-08-24 05:44:00,Mobile,Canada,
A367089,S124,C6,Watch_Video,2025-08-24 19:55:00,Mobile,USA,5.0
A505168,S125,C13,Watch_Video,2025-08-25 17:20:00,Mobile,UK,55.0
A658079,S144,C12,Login,2025-08-26 09:22:00,Desktop,Canada,
A224940,S3,C10,Attempt_Quiz,2025-08-26 11:58:00,Desktop,India,58.0
A121289,S17,C9,Login,2025-08-21 23:51:00,Mobile,Canada,
A656721,S78,C4,Complete_Course,2025-08-22 15:43:00,Desktop,Australia,
A430857,S42,C6,Forum_Post,2025-08-26 06:02:00,Tablet,USA,
A430631,S44,C5,Complete_Course,2025-08-25 13:39:00,Tablet,USA,
A513138,S112,C12,Forum_Post,2025-08-20 05:12:00,Mobile,India,
A326366,S127,C7,Forum_Post,2025-08-23 12:53:00,Mobile,Canada,
A373325,S72,C1,Watch_Video,2025-08-26 10:27:00,Mobile,,14.0
A125883,S55,C6,Watch_Video,2025-08-20 08:51:00,Desktop,Australia,10.0
A669716,S146,C5,Login,2025-08-22 03:47:00,Tablet,Canada,
A513148,S43,C18,Forum_Post,2025-08-22 07:18:00,Desktop,UK,
A879577,S126,C6,Login,2025-08-21 01:44:00,Mobile,Australia,
A340856,S48,C14,Complete_Course,2025-08-25 12:19:00,Tablet,India,
A871742,S3,C9,Login,2025-08-24 13:41:00,Tablet,,
A602806,S47,C9,Attempt_Quiz,2025-08-24 04:09:00,Tablet,Canada,12.0
A291977,S16,C15,Login,2025-08-20 18:01:00,Mobile,India,
A406882,S57,C5,Attempt_Quiz,2025-08-22 07:07:00,Desktop,USA,36.0
A474335,S48,C4,Login,2025-08-21 22:58:00,Desktop,India,
A171818,S59,C8,Login,2025-08-25 11:09:00,Mobile,Australia,
A762773,S28,C20,Forum_Post,2025-08-26 18:57:00,Desktop,India,
A384226,S119,C10,Attempt_Quiz,2025-08-23 06:21:00,Desktop,USA,37.0
A622498,S123,C10,Forum_Post,2025-08-22 10:56:00,Desktop,India,
A881694,S78,C19,Login,2025-08-26 15:57:00,Desktop,India,
A841692,S11,C3,Complete_Course,2025-08-24 10:22:00,Tablet,India,
A570722,S15,C14,Complete_Course,2025-08-26 02:44:00,Mobile,India,
A238260,S54,C1,Complete_Course,2025-08-26 12:10:00,,USA,
A445391,S132,C5,Forum_Post,2025-08-20 19:42:00,Tablet,USA,
A415896,S45,C7,Forum_Post,2025-08-22 22:24:00,Desktop,UK,
A518379,S54,C5,Login,2025-08-21 00:22:00,Mobile,Canada,
A549104,S106,C1,Login,2025-08-22 01:25:00,Mobile,,
A248565,S110,C2,Attempt_Quiz,2025-08-23 12:58:00,Desktop,Canada,54.0
A862076,S39,C15,Complete_Course,2025-08-22 16:03:00,Mobile,USA,
A618545,S100,C12,Forum_Post,2025-08-23 19:14:00,Desktop,Canada,
A343739,S121,C10,Login,2025-08-26 08:33:00,Tablet,Australia,
A617593,S32,C17,Watch_Video,2025-08-20 17:55:00,Mobile,India,49.0
A779392,S97,C6,Attempt_Quiz,2025-08-20 20:06:00,Desktop,India,55.0
A318899,S147,C14,Attempt_Quiz,2025-08-23 10:38:00,Mobile,UK,28.0
A623903,S120,C6,Login,2025-08-24 00:14:00,Desktop,Australia,
A702132,S84,C6,Watch_Video,2025-08-26 14:02:00,Desktop,Canada,12.0
A205569,S131,C11,Login,2025-08-22 19:42:00,Mobile,Australia,
A734811,S57,C4,Complete_Course,2025-08-26 04:46:00,Tablet,UK,
A115800,S129,C5,Complete_Course,2025-08-20 07:07:00,Mobile,UK,
A759066,S27,C10,Attempt_Quiz,2025-08-20 01:37:00,Tablet,Australia,26.0
A320412,S19,C14,Attempt_Quiz,2025-08-21 16:00:00,Desktop,USA,13.0
A828105,S111,C7,Forum_Post,2025-08-24 14:48:00,Tablet,Canada,
A302020,S35,C14,Watch_Video,2025-08-22 18:45:00,Tablet,Canada,21.0
A647718,S26,C18,Login,2025-08-24 00:54:00,Desktop,India,
A570907,S123,C17,Watch_Video,2025-08-24 23:57:00,Mobile,UK,38.0
A948915,S109,C18,Complete_Course,2025-08-20 08:07:00,Tablet,India,
A951715,S35,C12,Watch_Video,2025-08-25 13:03:00,Desktop,Australia,47.0
A824302,S143,C9,Complete_Course,2025-08-20 08:20:00,Mobile,UK,
A198454,S48,C10,Login,2025-08-22 18:57:00,Tablet,India,
A296620,S115,C9,Attempt_Quiz,2025-08-21 20:24:00,Tablet,UK,37.0
A274643,S37,C12,Login,2025-08-23 20:55:00,Desktop,UK,
A326214,S80,C13,Login,2025-08-20 22:57:00,Desktop,Australia,
A968847,S140,C1,Attempt_Quiz,2025-08-24 01:13:00,Desktop,Canada,21.0
A709309,S118,C16,Complete_Course,2025-08-23 15:48:00,Mobile,USA,
A315663,S96,C20,Forum_Post,2025-08-22 12:56:00,Desktop,UK,
A700190,S97,C19,Login,2025-08-23 08:58:00,Desktop,USA,
A531668,S118,C15,Attempt_Quiz,2025-08-21 11:30:00,Tablet,India,33.0
A167229,S24,C14,Complete_Course,2025-08-26 17:11:00,Desktop,India,
A915642,S71,C20,Forum_Post,2025-08-24 16:16:00,Desktop,USA,
A320724,S59,C19,Complete_Course,2025-08-23 10:01:00,Mobile,Australia,
A150070,S99,C13,Forum_Post,2025-08-25 18:33:00,Mobile,Australia,
A674266,S48,C1,Complete_Course,2025-08-20 06:47:00,Mobile,Canada,
A526480,S122,C18,Watch_Video,2025-08-23 15:54:00,Desktop,Canada,52.0
A947473,S16,C19,Forum_Post,2025-08-26 02:05:00,Mobile,Australia,
A525233,S12,C13,Attempt_Quiz,2025-08-25 07:31:00,Desktop,UK,26.0
A427875,S28,C3,Attempt_Quiz,2025-08-20 09:25:00,Tablet,UK,15.0
A573314,S94,C6,Watch_Video,2025-08-22 00:23:00,Tablet,Australia,9.0
A387668,S56,C2,Login,2025-08-23 19:57:00,Mobile,UK,
A146999,S145,C10,Forum_Post,2025-08-25 23:39:00,Mobile,USA,
A760109,S47,C5,Watch_Video,2025-08-22 08:16:00,Mobile,India,23.0
A991203,S53,C19,Attempt_Quiz,2025-08-22 04:16:00,Desktop,Canada,36.0
A868973,S9,C10,Login,2025-08-21 09:01:00,Desktop,USA,
A536237,S111,C5,Watch_Video,2025-08-21 13:36:00,Tablet,Australia,17.0
A996610,S122,C15,Attempt_Quiz,2025-08-23 07:00:00,,UK,45.0
A591018,S113,C1,Watch_Video,2025-08-21 12:01:00,Desktop,Australia,18.0
A375808,S68,C11,Watch_Video,2025-08-26 15:30:00,Desktop,USA,38.0
A211489,S22,C7,Complete_Course,2025-08-22 08:37:00,Mobile,UK,
A631313,S34,C20,Login,2025-08-26 09:33:00,Mobile,India,
A996132,S19,C3,Forum_Post,2025-08-23 03:04:00,Tablet,Canada,
A693125,S90,C15,Complete_Course,2025-08-21 16:28:00,Tablet,Australia,
A985230,S101,C18,Attempt_Quiz,2025-08-21 06:12:00,Tablet,India,35.0
A346562,S1,C9,Complete_Course,2025-08-24 15:39:00,Mobile,Australia,
A124193,S134,C18,Forum_Post,2025-08-24 01:53:00,Desktop,UK,
A956950,S100,C7,Complete_Course,2025-08-24 23:50:00,Desktop,Canada,
A673697,S149,C19,Forum_Post,2025-08-20 04:29:00,Mobile,Canada,
A698676,S83,C5,Forum_Post,2025-08-25 16:26:00,Tablet,UK,
A643183,S116,C18,Complete_Course,2025-08-26 22:54:00,Mobile,USA,
A105785,S28,C6,Login,2025-08-24 13:57:00,Tablet,UK,
A159236,S128,C6,Complete_Course,2025-08-25 05:13:00,Mobile,Canada,
A216432,S100,C8,Forum_Post,2025-08-24 10:00:00,Mobile,UK,
A154354,S44,C4,Watch_Video,2025-08-20 23:23:00,Desktop,India,18.0
A292944,S41,C8,Attempt_Quiz,2025-08-26 03:45:00,,Canada,20.0
A602012,S19,C3,Forum_Post,2025-08-20 03:52:00,Desktop,Canada,
A683220,S30,C1,Attempt_Quiz,2025-08-20 23:09:00,Tablet,Australia,8.0
A322761,S89,C7,Watch_Video,2025-08-22 02:06:00,Tablet,UK,10.0
A926459,S46,C5,Login,2025-08-20 22:51:00,Desktop,UK,
A962664,S68,C12,Complete_Course,2025-08-21 20:37:00,Mobile,Canada,
A861832,S37,C17,Complete_Course,2025-08-21 07:00:00,Desktop,Australia,
A437448,S94,C20,Watch_Video,2025-08-24 00:06:00,Tablet,USA,27.0
A564374,S47,C10,Complete_Course,2025-08-21 05:21:00,Mobile,Australia,
A935430,S93,C17,Attempt_Quiz,2025-08-23 02:07:00,Mobile,UK,35.0
A697586,S146,C12,Complete_Course,2025-08-22 06:35:00,Mobile,USA,
A423929,S100,C10,Watch_Video,2025-08-22 03:51:00,Tablet,UK,54.0
A844140,S45,C6,Login,2025-08-25 06:04:00,Desktop,Australia,
A851030,S130,C6,Watch_Video,2025-08-23 18:58:00,Desktop,Australia,3.0
A605478,S30,C5,Complete_Course,2025-08-20 19:05:00,Desktop,UK,
A755348,S42,C19,Forum_Post,2025-08-22 08:35:00,Tablet,USA,
A965577,S108,C7,Watch_Video,2025-08-22 02:59:00,Tablet,India,26.0
A789205,S100,C7,Forum_Post,2025-08-24 10:13:00,Tablet,India,
A158639,S128,C3,Login,2025-08-21 22:26:00,Mobile,India,
A764130,S144,C10,Forum_Post,2025-08-26 23:17:00,Mobile,India,
A142471,S60,C15,Forum_Post,2025-08-24 11:03:00,Desktop,Australia,
A324259,S118,C9,Watch_Video,2025-08-23 12:07:00,Tablet,,5.0
A878074,S126,C15,Login,2025-08-25 21:50:00,Mobile,Australia,
A667672,S120,C11,Complete_Course,2025-08-25 00:46:00,Tablet,India,
A273383,S55,C12,Login,2025-08-24 16:02:00,Tablet,UK,
A991495,S105,C18,Complete_Course,2025-08-26 10:26:00,Mobile,Australia,
A198219,S117,C9,Watch_Video,2025-08-25 20:23:00,Desktop,Canada,22.0
A586430,S106,C11,Attempt_Quiz,2025-08-23 19:23:00,Tablet,Australia,24.0
A191074,S146,C13,Attempt_Quiz,2025-08-21 14:20:00,Mobile,USA,8.0
A438904,S67,C17,Watch_Video,2025-08-24 16:54:00,Mobile,India,53.0
A142535,S33,C19,Complete_Course,2025-08-22 09:52:00,Tablet,Canada,
A654401,S28,C3,Forum_Post,2025-08-23 03:26:00,Tablet,UK,
A579091,S107,C15,Login,2025-08-22 18:56:00,Mobile,Canada,
A756284,S56,C2,Complete_Course,2025-08-21 07:43:00,Desktop,UK,
A414586,S4,C13,Attempt_Quiz,2025-08-26 00:35:00,Mobile,Canada,6.0
A961377,S40,C20,Complete_Course,2025-08-26 20:03:00,Mobile,USA,
A213322,S150,C18,Forum_Post,2025-08-20 18:28:00,Mobile,USA,
A650977,S78,C3,Watch_Video,2025-08-26 01:22:00,Mobile,UK,2.0
A834935,S23,C19,Attempt_Quiz,2025-08-21 17:20:00,Desktop,India,35.0
A797563,S102,C4,Forum_Post,2025-08-26 00:26:00,Tablet,USA,
A375942,S130,C5,Login,2025-08-24 12:45:00,Tablet,Australia,
A456530,S109,C2,Attempt_Quiz,2025-08-24 00:48:00,Desktop,India,37.0
A563571,S132,C5,Login,2025-08-25 00:47:00,Desktop,UK,
A103127,S93,C6,Attempt_Quiz,2025-08-26 11:13:00,Tablet,Canada,1.0
A112490,S32,C1,Forum_Post,2025-08-24 21:55:00,Desktop,Australia,
A918796,S116,C2,Forum_Post,2025-08-20 14:09:00,Desktop,Australia,
A601563,S111,C9,Forum_Post,2025-08-20 16:52:00,Desktop,USA,
A716857,S84,C2,Watch_Video,2025-08-25 21:54:00,Mobile,India,8.0
A728312,S50,C5,Attempt_Quiz,2025-08-22 11:30:00,Tablet,Australia,60.0
A892181,S100,C20,Complete_Course,2025-08-20 02:22:00,Mobile,UK,
A675116,S36,C1,Attempt_Quiz,2025-08-26 01:27:00,Desktop,,12.0
A169027,S147,C13,Forum_Post,2025-08-22 22:26:00,Desktop,Australia,
A431726,S143,C17,Attempt_Quiz,2025-08-25 20:16:00,Tablet,Canada,49.0
A289944,S9,C17,Attempt_Quiz,2025-08-21 13:41:00,Desktop,UK,53.0
A723955,S144,C4,Attempt_Quiz,2025-08-25 23:23:00,Tablet,Australia,4.0
A663613,S82,C20,Forum_Post,2025-08-22 15:33:00,Tablet,UK,
A615830,S84,C14,Watch_Video,2025-08-23 05:08:00,Desktop,Canada,51.0
A177249,S49,C6,Watch_Video,2025-08-26 20:09:00,Tablet,UK,17.0
A287677,S142,C11,Login,2025-08-22 17:45:00,Tablet,Canada,
A142630,S65,C9,Forum_Post,2025-08-21 06:53:00,Tablet,India,
A941732,S66,C1,Complete_Course,2025-08-23 10:38:00,,India,
A321070,S61,C6,Complete_Course,2025-08-22 22:14:00,Tablet,Australia,
A890790,S17,C8,Watch_Video,2025-08-20 02:20:00,Tablet,UK,20.0
A286568,S96,C17,Forum_Post,2025-08-20 15:31:00,,India,
A359589,S46,C13,Forum_Post,2025-08-21 08:32:00,Mobile,USA,
A484869,S131,C16,Complete_Course,2025-08-20 11:26:00,,India,
A464759,S132,C18,Login,2025-08-24 19:38:00,Tablet,India,
A801283,S105,C4,Forum_Post,2025-08-20 02:47:00,Desktop,USA,
A535484,S86,C11,Login,2025-08-26 00:00:00,Tablet,India,
A414950,S55,C2,Forum_Post,2025-08-24 23:13:00,Mobile,UK,
A122122,S67,C15,Attempt_Quiz,2025-08-24 09:33:00,Tablet,USA,25.0
A750437,S15,C9,Attempt_Quiz,2025-08-24 12:14:00,Desktop,UK,50.0
A227988,S44,C17,Login,2025-08-25 09:33:00,Mobile,Australia,
A154988,S49,C2,Forum_Post,2025-08-25 05:19:00,Desktop,Australia,
A478374,S58,C3,Watch_Video,2025-08-26 03:15:00,Desktop,UK,48.0
A131239,S140,C6,Forum_Post,2025-08-25 03:42:00,Tablet,Canada,
A246235,S59,C1,Forum_Post,2025-08-24 21:56:00,Tablet,UK,
A721935,S5,C8,Forum_Post,2025-08-26 01:47:00,Desktop,UK,
A309087,S93,C14,Login,2025-08-26 17:50:00,Desktop,India,
A538289,S64,C6,Attempt_Quiz,2025-08-23 15:58:00,Mobile,UK,42.0
A582307,S21,C18,Complete_Course,2025-08-20 16:04:00,Desktop,India,
A536057,S145,C20,Forum_Post,2025-08-26 10:31:00,Desktop,India,
A101999,S142,C11,Forum_Post,2025-08-22 06:08:00,Mobile,Canada,
A470475,S50,C20,Watch_Video,2025-08-24 11:50:00,Desktop,USA,2.0
A987156,S136,C12,Login,2025-08-26 22:16:00,Tablet,UK,
A895168,S101,C16,Attempt_Quiz,2025-08-23 03:00:00,Mobile,USA,6.0
A500017,S62,C9,Login,2025-08-21 19:33:00,Desktop,Australia,
A796523,S7,C11,Complete_Course,2025-08-22 13:01:00,Mobile,Australia,
A371915,S7,C7,Watch_Video,2025-08-21 10:04:00,Desktop,Canada,8.0
A376013,S49,C15,Forum_Post,2025-08-23 10:25:00,Mobile,UK,
A229789,S13,C15,Watch_Video,2025-08-26 18:40:00,Mobile,USA,20.0
A816866,S48,C8,Forum_Post,2025-08-22 04:19:00,Mobile,UK,
A263435,S41,C10,Login,2025-08-23 11:40:00,Mobile,UK,
A823204,S8,C3,Complete_Course,2025-08-25 12:10:00,Desktop,India,
A286214,S95,C7,Complete_Course,2025-08-26 19:21:00,Mobile,USA,
A315361,S16,C20,Forum_Post,2025-08-22 13:18:00,Tablet,Australia,
A536488,S140,C8,Forum_Post,2025-08-21 09:39:00,Mobile,USA,
A202079,S19,C13,Forum_Post,2025-08-23 22:36:00,Mobile,USA,
A780329,S117,C11,Complete_Course,2025-08-20 12:31:00,Mobile,Australia,
A302897,S57,C7,Login,2025-08-21 19:22:00,Mobile,USA,
A198102,S113,C3,Login,2025-08-20 21:14:00,Desktop,USA,
A881222,S135,C3,Login,2025-08-20 09:30:00,Tablet,Australia,
A181691,S11,C15,Watch_Video,2025-08-23 02:34:00,Desktop,Australia,17.0
A730084,S2,C16,Attempt_Quiz,2025-08-24 00:18:00,Mobile,USA,38.0
A996622,S103,C20,Attempt_Quiz,2025-08-23 10:59:00,Tablet,Australia,8.0
A619245,S82,C7,Forum_Post,2025-08-24 19:25:00,Tablet,UK,
A194228,S27,C14,Forum_Post,2025-08-26 17:50:00,Mobile,UK,
A153071,S28,C7,Complete_Course,2025-08-22 08:11:00,Mobile,India,
A299455,S38,C16,Login,2025-08-25 16:09:00,Mobile,Australia,
A549831,S133,C11,Watch_Video,2025-08-22 19:27:00,Desktop,Australia,48.0
A533916,S130,C11,Forum_Post,2025-08-23 03:37:00,Mobile,USA,
A954257,S63,C13,Watch_Video,2025-08-22 09:10:00,Mobile,UK,8.0
A405446,S28,C13,Watch_Video,2025-08-20 22:28:00,Tablet,Canada,15.0
A532796,S41,C11,Complete_Course,2025-08-22 21:54:00,Desktop,,
A973894,S31,C17,Attempt_Quiz,2025-08-25 17:51:00,Tablet,Canada,26.0
A501437,S41,C16,Login,2025-08-23 17:08:00,Tablet,India,
A762637,S35,C2,Forum_Post,2025-08-21 19:55:00,Desktop,Canada,
A834190,S50,C2,Forum_Post,2025-08-25 10:54:00,Tablet,India,
A115168,S29,C18,Attempt_Quiz,2025-08-25 03:48:00,Mobile,India,50.0
A689273,S3,C15,Complete_Course,2025-08-20 23:49:00,Mobile,India,
A994352,S127,C16,Login,2025-08-25 13:40:00,Desktop,India,
A322839,S61,C3,Forum_Post,2025-08-22 15:07:00,Desktop,USA,
A310779,S84,C9,Forum_Post,2025-08-21 01:56:00,Tablet,Australia,
A980785,S13,C17,Attempt_Quiz,2025-08-23 06:43:00,Mobile,India,11.0
A705478,S74,C10,Attempt_Quiz,2025-08-26 20:21:00,,India,14.0
A294756,S50,C17,Forum_Post,2025-08-24 02:34:00,Desktop,UK,
A442286,S72,C6,Attempt_Quiz,2025-08-25 05:39:00,Desktop,Canada,33.0
A875104,S70,C3,Complete_Course,2025-08-25 09:14:00,Mobile,USA,
A853301,S45,C11,Watch_Video,2025-08-25 03:23:00,Mobile,UK,50.0
A788965,S20,C8,Forum_Post,2025-08-25 13:03:00,Desktop,Canada,
A544548,S55,C3,Attempt_Quiz,2025-08-26 09:28:00,Tablet,UK,9.0
A166360,S58,C5,Forum_Post,2025-08-21 21:25:00,Desktop,India,
A790638,S24,C2,Attempt_Quiz,2025-08-21 09:21:00,Desktop,Canada,15.0
A295124,S143,C6,Watch_Video,2025-08-25 00:15:00,Tablet,India,26.0
A256832,S131,C10,Complete_Course,2025-08-23 17:58:00,Mobile,Australia,
A513524,S71,C4,Forum_Post,2025-08-26 07:00:00,Mobile,Canada,
A930339,S98,C20,Forum_Post,2025-08-24 08:24:00,Tablet,Australia,
A115609,S43,C9,Complete_Course,2025-08-23 11:25:00,Desktop,USA,
A427553,S2,C9,Login,2025-08-22 08:39:00,Desktop,UK,
A963536,S128,C20,Complete_Course,2025-08-23 07:09:00,Mobile,India,
A794472,S101,C13,Watch_Video,2025-08-22 15:18:00,Tablet,Australia,55.0
A285278,S52,C17,Watch_Video,2025-08-21 14:05:00,Mobile,India,42.0
A714115,S55,C11,Watch_Video,2025-08-21 15:17:00,Desktop,USA,30.0
A361840,S14,C16,Complete_Course,2025-08-26 21:23:00,Tablet,USA,
A519239,S27,C15,Watch_Video,2025-08-25 18:26:00,Tablet,Canada,34.0
A515830,S54,C17,Attempt_Quiz,2025-08-24 16:46:00,Mobile,USA,7.0
A773036,S38,C3,Login,2025-08-21 03:13:00,Tablet,Canada,
A802526,S49,C19,Attempt_Quiz,2025-08-23 05:55:00,Desktop,Canada,19.0
A268374,S35,C14,Forum_Post,2025-08-24 04:07:00,Mobile,USA,
A495958,S60,C10,Forum_Post,2025-08-26 14:33:00,Desktop,USA,
A352379,S35,C19,Watch_Video,2025-08-26 23:58:00,Tablet,UK,18.0
A103793,S17,C13,Watch_Video,2025-08-24 08:07:00,Desktop,USA,14.0
A471739,S127,C11,Forum_Post,2025-08-25 23:51:00,Desktop,Canada,
A814591,S141,C1,Login,2025-08-26 11:58:00,Mobile,UK,
A669143,S53,C14,Login,2025-08-21 23:46:00,Tablet,Canada,
A214754,S15,C1,Attempt_Quiz,2025-08-24 09:18:00,Mobile,USA,19.0
A405222,S125,C11,Watch_Video,2025-08-23 20:04:00,Tablet,UK,57.0
A850045,S59,C18,Complete_Course,2025-08-20 13:23:00,Tablet,Canada,
A611642,S133,C19,Complete_Course,2025-08-21 15:36:00,Tablet,India,
A284685,S69,C17,Watch_Video,2025-08-26 15:42:00,Desktop,Australia,26.0
A353802,S8,C18,Complete_Course,2025-08-20 20:57:00,Tablet,Canada,
A534932,S9,C20,Attempt_Quiz,2025-08-26 19:57:00,Tablet,Australia,6.0
A616617,S97,C5,Login,2025-08-26 13:53:00,Desktop,,
A314960,S14,C14,Attempt_Quiz,2025-08-27 00:00:00,Tablet,USA,9.0
A829702,S110,C17,Complete_Course,2025-08-23 19:12:00,Mobile,USA,
A159482,S97,C11,Attempt_Quiz,2025-08-22 16:46:00,Mobile,UK,5.0
A904474,S140,C18,Watch_Video,2025-08-26 21:08:00,Mobile,UK,35.0
A462001,S46,C3,Watch_Video,2025-08-21 01:45:00,Tablet,USA,3.0
A683216,S132,C12,Login,2025-08-25 14:53:00,Desktop,India,
A221816,S44,C19,Complete_Course,2025-08-26 22:55:00,Desktop,Canada,
A694901,S148,C10,Watch_Video,2025-08-21 03:44:00,Mobile,UK,42.0
A600350,S102,C10,Forum_Post,2025-08-23 18:03:00,,Canada,
A988822,S130,C13,Attempt_Quiz,2025-08-24 21:54:00,Mobile,Australia,16.0
A995771,S10,C9,Login,2025-08-23 20:07:00,Tablet,India,
A458368,S21,C14,Watch_Video,2025-08-22 20:07:00,Tablet,USA,25.0
A236083,S66,C14,Watch_Video,2025-08-25 18:59:00,Desktop,India,23.0
A119167,S99,C20,Watch_Video,2025-08-25 22:55:00,Tablet,UK,32.0
A199050,S133,C16,Forum_Post,2025-08-20 08:16:00,Desktop,India,
A444737,S80,C4,Attempt_Quiz,2025-08-26 08:00:00,Tablet,USA,9.0
A812243,S22,C12,Forum_Post,2025-08-20 08:43:00,Tablet,India,
A157024,S75,C17,Complete_Course,2025-08-23 00:46:00,Tablet,India,
A490837,S102,C16,Watch_Video,2025-08-26 11:01:00,Tablet,USA,30.0
A224062,S76,C14,Attempt_Quiz,2025-08-24 10:31:00,Desktop,India,33.0
A193542,S142,C13,Forum_Post,2025-08-23 17:33:00,Tablet,UK,
A961969,S21,C15,Login,2025-08-22 15:44:00,,India,
A509563,S141,C15,Complete_Course,2025-08-20 01:33:00,Desktop,Australia,
A974613,S59,C18,Watch_Video,2025-08-24 14:55:00,Desktop,UK,2.0
A183350,S46,C13,Attempt_Quiz,2025-08-22 20:58:00,Tablet,Canada,2.0
A521337,S66,C19,Complete_Course,2025-08-22 23:55:00,Desktop,Canada,
A749214,S129,C12,Complete_Course,2025-08-25 12:13:00,Tablet,UK,
A185750,S37,C13,Attempt_Quiz,2025-08-23 20:36:00,Tablet,Australia,13.0
A144323,S124,C14,Complete_Course,2025-08-20 01:43:00,Mobile,UK,
A709293,S122,C15,Forum_Post,2025-08-25 18:58:00,Tablet,India,
A264623,S117,C20,Attempt_Quiz,2025-08-24 13:04:00,Desktop,India,11.0
A496930,S108,C15,Complete_Course,2025-08-25 22:49:00,Tablet,Canada,
A109922,S43,C20,Attempt_Quiz,2025-08-22 16:02:00,Tablet,India,59.0
A622534,S12,C8,Login,2025-08-21 02:42:00,Desktop,Canada,
